Id,Probability
287,0.5169842
288,0.08496549
289,0.19423965
290,0.15322399
291,0.28355005
292,0.111042745
293,0.13304381
294,0.663163
295,0.07963306
296,0.16478243
297,0.17895184
298,0.87960804
299,0.34198445
300,0.09906324
301,0.28913316
302,0.9623628
303,0.1513571
304,0.46460634
305,0.122711696
306,0.29606858
307,0.33565795
308,0.16486149
309,0.43401703
310,0.112913795
311,0.0649123
312,0.33776572
313,0.58929706
314,0.0766143
315,0.14480563
316,0.0328005
317,0.1730924
318,0.121463045
319,0.43116605
320,0.33136693
321,0.78280574
322,0.086040944
323,0.05135156
324,0.14242142
325,0.15879661
326,0.8309361
327,0.27948806
328,0.9118526
329,0.77216005
330,0.7104298
331,0.18577716
332,0.281844
333,0.09528664
334,0.9498068
335,0.55760837
336,0.20697924
337,0.26109654
338,0.032632113
339,0.039227344
340,0.6947308
341,0.8863722
342,0.042966783
343,0.12979236
344,0.3308761
345,0.14926222
346,0.6576272
347,0.07606705
348,0.025470717
349,0.45421273
350,0.0650326
351,0.077508755
352,0.38816717
353,0.39210638
354,0.17298663
355,0.07980272
356,0.18261898
357,0.1807669
358,0.13188148
359,0.7985868
360,0.5998162
361,0.67002726
362,0.10920468
363,0.056232527
364,0.08286536
365,0.088106774
366,0.6873709
367,0.63460016
368,0.045240566
369,0.22023457
370,0.105162606
371,0.38009667
372,0.64570796
373,0.4346448
374,0.26946637
375,0.072732724
376,0.4011688
377,0.056181874
378,0.8754933
379,0.6996255
380,0.081202194
381,0.81664675
382,0.45602426
383,0.5368976
384,0.15251724
385,0.5574255
386,0.447214
387,0.15080343
388,0.31298357
389,0.47605187
390,0.8065388
391,0.31097797
392,0.48459595
393,0.14030065
394,0.29722363
395,0.1324109
396,0.158341
397,0.10150163
398,0.28829163
399,0.08092834
400,0.26099995
401,0.42797208
402,0.8583297
403,0.071705915
404,0.04781759
405,0.11832735
406,0.16855693
407,0.20748752
408,0.18945698
409,0.42781016
410,0.08268378
411,0.7180386
412,0.8635135
413,0.1463329
414,0.743043
415,0.09974239
416,0.57429904
417,0.21369106
418,0.07029675
419,0.74419755
420,0.10093002
421,0.34891143
422,0.08536174
423,0.1750351
424,0.073486835
425,0.024259133
426,0.6574094
427,0.50895953
428,0.32137302
429,0.074343786
430,0.7298434
431,0.35078654
432,0.29968318
433,0.8532764
434,0.46926162
435,0.042341545
436,0.48879865
437,0.65195125
438,0.110948205
439,0.07837751
440,0.6147442
441,0.26811025
442,0.619559
443,0.96774286
444,0.94252306
445,0.09978299
446,0.039497495
447,0.12067317
448,0.34121388
449,0.19567601
450,0.26220566
451,0.04303605
452,0.737249
453,0.12108135
454,0.07088176
455,0.92514765
456,0.3050351
457,0.70670676
458,0.2521416
459,0.2117752
460,0.49376917
461,0.03408827
462,0.39485762
463,0.14178567
464,0.67874795
465,0.22580658
466,0.06077154
467,0.07378575
468,0.05272813
469,0.56073517
470,0.2678795
471,0.09750933
472,0.6400789
473,0.41237158
474,0.03669859
475,0.81749505
476,0.655434
477,0.2756582
478,0.1749885
479,0.9767268
480,0.09663532
481,0.08917951
482,0.15378152
483,0.05692002
484,0.5830678
485,0.31623295
486,0.07981843
487,0.73690665
488,0.19561051
489,0.15203975
490,0.1822935
491,0.05336838
492,0.6590065
493,0.18124917
494,0.11788323
495,0.4773354
496,0.09424651
497,0.04387541
498,0.55923635
499,0.27577832
500,0.21324952
501,0.47012955
502,0.95091105
503,0.35764214
504,0.3015256
505,0.028107943
506,0.52619165
507,0.044737864
508,0.16169758
509,0.051030688
510,0.24088882
511,0.26871288
512,0.103040695
513,0.109299876
514,0.26616937
515,0.39091137
516,0.97237456
517,0.19685836
518,0.4067697
519,0.9376484
520,0.83532876
521,0.1079775
522,0.24547088
523,0.07034544
524,0.6665373
525,0.2716952
526,0.3172959
527,0.28270593
528,0.291134
529,0.06560807
530,0.07169656
531,0.14897998
532,0.121345885
533,0.21043785
534,0.21571852
535,0.08161624
536,0.49360746
537,0.14908837
538,0.21254621
539,0.09564377
540,0.84960186
541,0.5701812
542,0.385619
543,0.179498
544,0.43129444
545,0.22092576
546,0.6567429
547,0.1974328
548,0.08752468
549,0.05655261
550,0.046840824
551,0.08660102
552,0.071857296
553,0.12500305
554,0.8822271
555,0.15545572
556,0.03145513
557,0.14100923
558,0.18411241
559,0.3702413
560,0.38242844
561,0.7864303
562,0.38046494
563,0.08446052
564,0.3739647
565,0.9623622
566,0.116533175
567,0.37709776
568,0.2556305
569,0.18938681
570,0.10047713
571,0.4816975
572,0.416476
573,0.10432469
574,0.05612061
575,0.08981963
576,0.63973176
577,0.08948954
578,0.100921474
579,0.31325194
580,0.45996323
581,0.92870104
582,0.55151343
583,0.66344863
584,0.1068578
585,0.087150484
586,0.08079694
587,0.16053723
588,0.028645683
589,0.16537683
590,0.07898981
591,0.15636428
592,0.14993042
593,0.09689773
594,0.7997515
595,0.3090043
596,0.6286715
597,0.6290512
598,0.1496812
599,0.15313262
600,0.2511925
601,0.14788371
602,0.5207291
603,0.38651258
604,0.03608013
605,0.3381184
606,0.030954449
607,0.18301277
608,0.68097144
609,0.91226053
610,0.6510936
611,0.053294804
612,0.27219293
613,0.055158988
614,0.3187312
615,0.69960815
616,0.21728
617,0.32245517
618,0.15536334
619,0.10232117
620,0.7680767
621,0.9654937
622,0.07707424
623,0.64267546
624,0.22811621
625,0.8848786
626,0.24611919
627,0.3599934
628,0.23251458
629,0.45819348
630,0.612633
631,0.24609706
632,0.07675183
633,0.9797418
634,0.79382795
635,0.050918046
636,0.38031897
637,0.92054844
638,0.32679582
639,0.40272698
640,0.3340883
641,0.17503965
642,0.14421219
643,0.14646888
644,0.02306223
645,0.2492289
646,0.06569423
647,0.43191752
648,0.32031143
649,0.19277664
650,0.6396028
651,0.12613861
652,0.055586327
653,0.7799803
654,0.042737655
655,0.89897573
656,0.25630507
657,0.25976768
658,0.19474228
659,0.20413207
660,0.15422499
661,0.35210794
662,0.8782814
663,0.03933463
664,0.2864057
665,0.09047351
666,0.17908688
667,0.20725815
668,0.20637344
669,0.43954438
670,0.53922415
671,0.24465033
672,0.15630497
673,0.80273724
674,0.17437103
675,0.67119366
676,0.17637075
677,0.95652884
678,0.3604016
679,0.10958893
680,0.5669672
681,0.24093561
682,0.109480105
683,0.69885087
684,0.08211831
685,0.96055275
686,0.09389748
687,0.9246868
688,0.86405873
689,0.20339546
690,0.1323306
691,0.57654065
692,0.0442195
693,0.7664407
694,0.08163848
695,0.07505324
696,0.5537844
697,0.113798015
698,0.57562095
699,0.20144244
700,0.16412237
701,0.29725474
702,0.059412543
703,0.41596523
704,0.42885277
705,0.15347354
706,0.33970997
707,0.22283472
708,0.06137305
709,0.07054719
710,0.3123812
711,0.43076628
712,0.5621131
713,0.32461667
714,0.39517167
715,0.13929217
716,0.20113787
717,0.7994606
718,0.13849266
719,0.32725945
720,0.511887
721,0.08131887
722,0.20778254
723,0.061035972
724,0.046057515
725,0.051174857
726,0.12372389
727,0.4531669
728,0.91591936
729,0.4943301
730,0.10351566
731,0.88455003
732,0.032380655
733,0.1067611
734,0.28317562
735,0.17744097
736,0.040918935
737,0.15125993
738,0.14150247
739,0.065890804
740,0.8382471
741,0.18523042
742,0.91254604
743,0.6354049
744,0.08566253
745,0.48055717
746,0.14008383
747,0.16942418
748,0.4991972
749,0.43991983
750,0.310485
751,0.037140347
752,0.3779293
753,0.06466349
754,0.06652671
755,0.24423982
756,0.5925759
757,0.8173251
758,0.07959776
759,0.17254359
760,0.22202472
761,0.5489509
762,0.12301074
763,0.1443753
764,0.057138704
765,0.37027112
766,0.53923374
767,0.059456445
768,0.05755532
769,0.73562527
770,0.50754845
771,0.6151951
772,0.0680478
773,0.20908968
774,0.090659566
775,0.06347318
776,0.092510425
777,0.89681464
778,0.2049493
779,0.3464305
780,0.15093245
781,0.19120358
782,0.38573626
783,0.10890169
784,0.76623553
785,0.062046044
786,0.8988104
787,0.15600316
788,0.21444553
789,0.030313956
790,0.13380599
791,0.13591652
792,0.17249508
793,0.16832398
794,0.75358486
795,0.20540431
796,0.20594595
797,0.057521906
798,0.1733931
799,0.38163385
800,0.49541163
801,0.24561013
802,0.24105789
803,0.5690967
804,0.056455404
805,0.08246359
806,0.1352622
807,0.24386115
808,0.07191857
809,0.053290848
810,0.18586627
811,0.948906
812,0.33180088
813,0.116703466
814,0.40371847
815,0.26008475
816,0.25725392
817,0.38412964
818,0.46835744
819,0.9449328
820,0.2644042
821,0.032364585
822,0.23394315
823,0.27121055
824,0.3103038
825,0.191019
826,0.19727251
827,0.5670751
828,0.4313529
829,0.3727438
830,0.31793278
831,0.047874123
832,0.24193476
833,0.13251144
834,0.103991434
835,0.44917727
836,0.5655159
837,0.0369238
838,0.14746709
839,0.09392093
840,0.11273997
841,0.08517423
842,0.14931728
843,0.38675016
844,0.39312905
845,0.26837796
846,0.4817955
847,0.77318776
848,0.1617698
849,0.0537204
850,0.16055448
851,0.22741175
852,0.16497304
853,0.8404832
854,0.36159116
855,0.16400774
856,0.084253974
857,0.042570814
858,0.05172975
859,0.49233288
860,0.7389247
861,0.09128977
862,0.12747449
863,0.18743427
864,0.6432266
865,0.59220487
866,0.6202889
867,0.16826665
868,0.048767075
869,0.32991254
870,0.6674273
871,0.21602169
872,0.3972645
873,0.0379605
874,0.1321992
875,0.73717374
876,0.15435146
877,0.221903
878,0.39679667
879,0.14832027
880,0.4654471
881,0.20167619
882,0.49560088
883,0.34546787
884,0.16115925
885,0.05139984
886,0.84757316
887,0.24341187
888,0.059773214
889,0.23159564
890,0.4186492
891,0.7734449
892,0.60779744
893,0.120360486
894,0.112631686
895,0.64391285
896,0.21332894
897,0.17572473
898,0.53900194
899,0.09380451
900,0.06474514
901,0.06513086
902,0.52915573
903,0.6861129
904,0.21414168
905,0.10285589
906,0.8791365
907,0.052375283
908,0.15308344
909,0.13828759
910,0.071374625
911,0.6691168
912,0.11417133
913,0.14038807
914,0.1889817
915,0.30226627
916,0.09207348
917,0.21573001
918,0.64880675
919,0.055386968
920,0.16341524
921,0.42621955
922,0.06909744
923,0.119937375
924,0.53801596
925,0.08840318
926,0.7744325
927,0.14082569
928,0.7563944
929,0.24669364
930,0.07521682
931,0.23803614
932,0.27275807
933,0.46075404
934,0.56627595
935,0.4995075
936,0.6997491
937,0.22340359
938,0.09283029
939,0.9142813
940,0.44380075
941,0.25625065
942,0.20525752
943,0.17127892
944,0.06776655
945,0.12564121
946,0.21536204
947,0.5777806
948,0.1654995
949,0.14366764
950,0.3009201
951,0.2663442
952,0.49544084
953,0.71808296
954,0.14873828
955,0.07739426
956,0.7962083
957,0.34883267
958,0.31896928
959,0.19280848
960,0.09278782
961,0.1441099
962,0.13699742
963,0.11105379
964,0.066125594
965,0.41329798
966,0.08082944
967,0.8786838
968,0.2511905
969,0.10643736
970,0.16222934
971,0.18294956
972,0.25674897
973,0.032976527
974,0.3114468
975,0.2611575
976,0.84819645
977,0.96506864
978,0.43760666
979,0.0981589
980,0.5865155
981,0.024106927
982,0.26079705
983,0.49280688
984,0.16424763
985,0.5387673
986,0.14765966
987,0.8382837
988,0.05029
989,0.48446855
990,0.08264639
991,0.12673631
992,0.3457037
993,0.5232773
994,0.9585653
995,0.8098892
996,0.98990077
997,0.1124063
998,0.4818354
999,0.16276799
1000,0.51937187
1001,0.09111029
1002,0.9625012
1003,0.5006095
1004,0.22368538
1005,0.139441
1006,0.14635797
1007,0.07352895
1008,0.04364898
1009,0.1503476
1010,0.10686901
1011,0.44579035
1012,0.18579562
1013,0.46051192
1014,0.08093545
1015,0.32670188
1016,0.8220115
1017,0.08371666
1018,0.3184157
1019,0.44184396
1020,0.08017152
1021,0.7354272
1022,0.52562094
1023,0.10400585
1024,0.09315252
1025,0.99322635
1026,0.25190824
1027,0.630077
1028,0.29070953
1029,0.23787342
1030,0.551175
1031,0.25935942
1032,0.74325275
1033,0.38125458
1034,0.11554253
1035,0.040664736
1036,0.07604606
1037,0.1579105
1038,0.31512466
1039,0.20561224
1040,0.31332168
1041,0.043420114
1042,0.18061447
1043,0.59030974
1044,0.9664678
1045,0.8724575
1046,0.21055976
1047,0.42633924
1048,0.91084826
1049,0.13574477
1050,0.81871504
1051,0.15238138
1052,0.055856626
1053,0.42167282
1054,0.2865282
1055,0.29696274
1056,0.23296049
1057,0.16016226
1058,0.46518344
1059,0.0761037
1060,0.30127823
1061,0.26565784
1062,0.048488863
1063,0.07196161
1064,0.32864332
1065,0.060800146
1066,0.17905451
1067,0.7061984
1068,0.39159986
1069,0.26380652
1070,0.026646089
1071,0.07968793
1072,0.10832386
1073,0.056915104
1074,0.5658617
1075,0.16760659
1076,0.39622664
1077,0.08121982
1078,0.18891405
1079,0.09400835
1080,0.7772711
1081,0.07985237
1082,0.284982
1083,0.17730175
1084,0.660945
1085,0.03934491
1086,0.24972469
1087,0.38097137
1088,0.91666543
1089,0.15969251
1090,0.89775825
1091,0.04934347
1092,0.03664129
1093,0.37031257
1094,0.0642487
1095,0.136746
1096,0.51978946
1097,0.13925572
1098,0.3677982
1099,0.63856125
1100,0.24856734
1101,0.94987464
1102,0.17216879
1103,0.4814931
1104,0.16993335
1105,0.63009316
1106,0.03675086
1107,0.17320147
1108,0.6942297
1109,0.7261198
1110,0.07629214
1111,0.15766807
1112,0.12569204
1113,0.08827549
1114,0.71002203
1115,0.47378823
1116,0.09535806
1117,0.17614421
1118,0.7656799
1119,0.43024275
1120,0.9448914
1121,0.9060426
1122,0.79102474
1123,0.41210347
1124,0.88700587
1125,0.46379623
1126,0.92160076
1127,0.059075344
1128,0.21593663
1129,0.3647354
1130,0.07881102
1131,0.5906036
1132,0.150683
1133,0.76746196
1134,0.1301442
1135,0.5584312
1136,0.11967228
1137,0.14066827
1138,0.04267874
1139,0.04011491
1140,0.05170451
1141,0.18801028
1142,0.060512803
1143,0.06168155
1144,0.17825225
1145,0.30417752
1146,0.116181485
1147,0.53688705
1148,0.19859175
1149,0.6076159
1150,0.10753178
1151,0.4766096
1152,0.73315006
1153,0.09723603
1154,0.14172204
1155,0.110577635
1156,0.15394649
1157,0.098678246
1158,0.4249816
1159,0.6570634
1160,0.09099717
1161,0.07804409
1162,0.6513128
1163,0.109730974
1164,0.24310291
1165,0.21181591
1166,0.5847184
1167,0.9366155
1168,0.25665465
1169,0.06269325
1170,0.52045244
1171,0.08110971
1172,0.89969116
1173,0.2656413
1174,0.26325196
1175,0.84019613
1176,0.5684905
1177,0.095619805
1178,0.117797196
1179,0.4487564
1180,0.5162144
1181,0.15726227
1182,0.5939904
1183,0.5058376
1184,0.21146584
1185,0.18953589
1186,0.96451527
1187,0.057664584
1188,0.48262092
1189,0.7911773
1190,0.07661555
1191,0.13728589
1192,0.15364775
1193,0.63140917
1194,0.6754818
1195,0.95047194
1196,0.0873218
1197,0.65200675
1198,0.16315211
1199,0.45745808
1200,0.13552672
1201,0.10324054
1202,0.044280194
1203,0.5596322
1204,0.2144839
1205,0.0681894
1206,0.7470451
1207,0.0717754
1208,0.65544295
1209,0.12446474
1210,0.0757532
1211,0.1636022
1212,0.15256546
1213,0.85856795
1214,0.18393855
1215,0.20218287
1216,0.14613713
1217,0.06351347
1218,0.29737794
1219,0.49961442
1220,0.20246372
1221,0.093924806
1222,0.061060622
1223,0.20774737
1224,0.07868731
1225,0.68116766
1226,0.07040371
1227,0.06747226
1228,0.15373138
1229,0.7395887
1230,0.58758885
1231,0.34235868
1232,0.29387224
1233,0.051929563
1234,0.3073934
1235,0.033916026
1236,0.8965186
1237,0.20262103
1238,0.35660428
1239,0.31122312
1240,0.13490486
1241,0.093134925
1242,0.027649585
1243,0.048591115
1244,0.5034615
1245,0.38410944
1246,0.07931577
1247,0.059234086
1248,0.09693934
1249,0.28145823
1250,0.124315426
1251,0.52939856
1252,0.3213379
1253,0.11954938
1254,0.773152
1255,0.29596797
1256,0.9023389
1257,0.93734336
1258,0.14559336
1259,0.64076364
1260,0.13317229
1261,0.12780264
1262,0.29929265
1263,0.24863799
1264,0.08434072
1265,0.17948425
1266,0.2527224
1267,0.62119776
1268,0.37127927
1269,0.6021663
1270,0.16861907
1271,0.52863336
1272,0.09506001
1273,0.058401275
1274,0.48582286
1275,0.858046
1276,0.050344937
1277,0.6839927
1278,0.59793466
1279,0.4864687
1280,0.33112645
1281,0.12667897
1282,0.047008082
1283,0.7911168
1284,0.08641745
1285,0.20106848
1286,0.96555585
1287,0.7624922
1288,0.16021752
1289,0.40305555
1290,0.037575625
1291,0.8093806
1292,0.047438048
1293,0.34750134
1294,0.15423942
1295,0.4429268
1296,0.1836815
1297,0.10885429
1298,0.026619522
1299,0.0949702
1300,0.11200459
1301,0.039757434
1302,0.15975343
1303,0.16345836
1304,0.9153689
1305,0.28832904
1306,0.52197564
1307,0.47162548
1308,0.09962781
1309,0.9757711
1310,0.088645205
1311,0.4606577
1312,0.23457812
1313,0.11850314
1314,0.8963242
1315,0.6086757
1316,0.07745879
1317,0.16608201
1318,0.30467936
1319,0.31393182
1320,0.9063387
1321,0.48575822
1322,0.5715067
1323,0.8945382
1324,0.19899403
1325,0.044990838
1326,0.08865761
1327,0.49550158
1328,0.093043074
1329,0.51091635
1330,0.6995788
1331,0.3126374
1332,0.1578341
1333,0.15329908
1334,0.41256157
1335,0.20475881
1336,0.20027964
1337,0.21729267
1338,0.901951
1339,0.36845985
1340,0.6884133
1341,0.23296005
1342,0.4568056
1343,0.16010503
1344,0.09486291
1345,0.881398
1346,0.12682506
1347,0.04983389
1348,0.2670907
1349,0.08503354
1350,0.2179891
1351,0.08229
1352,0.535602
1353,0.2936958
1354,0.33164826
1355,0.09403386
1356,0.6368739
1357,0.06824521
1358,0.42460445
1359,0.26019344
1360,0.12408787
1361,0.07439838
1362,0.29330844
1363,0.34602886
1364,0.86768216
1365,0.18022378
1366,0.5294553
1367,0.069345556
1368,0.8292918
1369,0.7142075
1370,0.13828506
1371,0.17299184
1372,0.1752583
1373,0.13409336
1374,0.5494155
1375,0.20784266
1376,0.046395775
1377,0.13758986
1378,0.90638286
1379,0.19265525
1380,0.4478674
1381,0.18751158
1382,0.65162325
1383,0.11606572
1384,0.3406989
1385,0.14402553
1386,0.844325
1387,0.10685627
1388,0.37352592
1389,0.4304562
1390,0.14139184
1391,0.22820602
1392,0.09227733
1393,0.34376115
1394,0.115254246
1395,0.2682676
1396,0.19975707
1397,0.5241717
1398,0.4055679
1399,0.94094414
1400,0.428121
1401,0.25805235
1402,0.9279422
1403,0.40868285
1404,0.15162379
1405,0.10167611
1406,0.62584615
1407,0.24885157
1408,0.41863534
1409,0.35995126
1410,0.11437559
1411,0.6054002
1412,0.112698905
1413,0.55959904
1414,0.925307
1415,0.425568
1416,0.26801798
1417,0.1998029
1418,0.87438077
1419,0.4822193
1420,0.12541114
1421,0.83038706
1422,0.77638006
1423,0.6205
1424,0.21883209
1425,0.8031881
1426,0.81695
1427,0.40098703
1428,0.27614072
1429,0.26261234
1430,0.073742375
1431,0.53411734
1432,0.07682547
1433,0.19924268
1434,0.6390671
1435,0.8089592
1436,0.5986122
1437,0.61076146
1438,0.27298996
1439,0.24651803
1440,0.092243545
1441,0.13372701
1442,0.13588504
1443,0.3068723
1444,0.07462077
1445,0.10471759
1446,0.06235658
1447,0.6588682
1448,0.07513405
1449,0.3024657
1450,0.18250628
1451,0.47628534
1452,0.05247854
1453,0.11245029
1454,0.8856385
1455,0.7818427
1456,0.6600725
1457,0.51261127
1458,0.08546231
1459,0.52072453
1460,0.6164068
1461,0.2112418
1462,0.15195586
1463,0.2458825
1464,0.3515825
1465,0.6937215
1466,0.08957959
1467,0.94345313
1468,0.11562247
1469,0.9450186
1470,0.3691024
1471,0.1338076
1472,0.14507009
1473,0.0739908
1474,0.09746296
1475,0.076057516
1476,0.78174424
1477,0.8069202
1478,0.7902123
1479,0.5100626
1480,0.5239906
1481,0.04899767
1482,0.4632423
1483,0.33429822
1484,0.16903295
1485,0.346001
1486,0.16754076
1487,0.46571544
1488,0.04507533
1489,0.07047785
1490,0.07488184
1491,0.24711043
1492,0.082737304
1493,0.11652333
1494,0.24922653
1495,0.9634172
1496,0.18445049
1497,0.4195851
1498,0.5950384
1499,0.72787094
1500,0.98171073
1501,0.13253489
1502,0.04937851
1503,0.04080526
1504,0.7036641
1505,0.059464227
1506,0.17177315
1507,0.41541526
1508,0.13475803
1509,0.1351075
1510,0.5470298
1511,0.14863238
1512,0.21150053
1513,0.6437549
1514,0.64315885
1515,0.4776882
1516,0.44331717
1517,0.12093716
1518,0.50493485
1519,0.03082239
1520,0.09803726
1521,0.24327676
1522,0.25261617
1523,0.1210817
1524,0.16286907
1525,0.6849429
1526,0.16768458
1527,0.7842409
1528,0.7335934
1529,0.06650562
1530,0.03879828
1531,0.5191125
1532,0.37464932
1533,0.12136191
1534,0.73576283
1535,0.06555123
1536,0.21050808
1537,0.055860464
1538,0.6370127
1539,0.4758762
1540,0.033411182
1541,0.29488203
1542,0.4561272
1543,0.5158091
1544,0.83215445
1545,0.046877343
1546,0.043361697
1547,0.14879698
1548,0.13837174
1549,0.48482943
1550,0.1986266
1551,0.13101292
1552,0.105346605
1553,0.8942488
1554,0.2448966
1555,0.12045755
1556,0.12914035
1557,0.1001398
1558,0.3048724
1559,0.29433203
1560,0.041614003
1561,0.2642241
1562,0.0904699
1563,0.8903117
1564,0.22218484
1565,0.7364002
1566,0.28187463
1567,0.22927156
1568,0.076340444
1569,0.07658489
1570,0.029064035
1571,0.08165203
1572,0.15967673
1573,0.09511979
1574,0.10974561
1575,0.15083998
1576,0.2916812
1577,0.041560836
1578,0.2225212
1579,0.4858618
1580,0.22173248
1581,0.7224482
1582,0.09599827
1583,0.16390605
1584,0.32867265
1585,0.03726549
1586,0.6038695
1587,0.084237985
1588,0.21518905
1589,0.40947738
1590,0.4404243
1591,0.47496244
1592,0.03992866
1593,0.3043796
1594,0.059541617
1595,0.14386088
1596,0.44653103
1597,0.028915258
1598,0.7595264
1599,0.07963042
1600,0.1693541
1601,0.1259241
1602,0.96884817
1603,0.041239906
1604,0.3651515
1605,0.31664118
1606,0.91387117
1607,0.054866627
1608,0.21120542
1609,0.8249892
1610,0.2378672
1611,0.67882127
1612,0.2922787
1613,0.37129518
1614,0.3983659
1615,0.10235861
1616,0.07214868
1617,0.14337018
1618,0.5095421
1619,0.14847183
1620,0.90206563
1621,0.17676623
1622,0.09353301
1623,0.8485125
1624,0.05605293
1625,0.23610108
1626,0.686433
1627,0.039593827
1628,0.5634788
1629,0.12167491
1630,0.9538739
1631,0.0851862
1632,0.043454953
1633,0.18488452
1634,0.7065858
1635,0.08936564
1636,0.8767713
1637,0.10335079
1638,0.15679908
1639,0.0419263
1640,0.15068558
1641,0.6361901
1642,0.071376815
1643,0.30187556
1644,0.10368329
1645,0.076098226
1646,0.15399446
1647,0.37752062
1648,0.21513669
1649,0.12772302
1650,0.23857675
1651,0.34398478
1652,0.041375186
1653,0.035507254
1654,0.5588938
1655,0.9483649
1656,0.51663744
1657,0.39113995
1658,0.19082202
1659,0.22226608
1660,0.46765128
1661,0.15630975
1662,0.048326716
1663,0.6108444
1664,0.13168764
1665,0.043883685
1666,0.068695605
1667,0.09149655
1668,0.046026573
1669,0.20033972
1670,0.25386602
